,vendor,category_level_1,category_level_2,category_level_3,highest_category,product,price in $,shipping_from,shipping_to,url
12457,akgeneric,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,Soma 350mg (Carisoprodol) 100 tablets,30.00,India,"United Kingdom, United States",http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/soma-350mg-carisoprodol-100-tablets
12458,drugpluguk,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,✶1G 90% COLOMBIAN FLAKE✶PUREST YOU CAN GET,111.22,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1g-90-colombian-flakepurest-you-can-get
12459,bestgroup,Drugs and Chemicals,Steroids,,Steroids,TESTOSTERONE PHENYLPORPIONATE 100 MG/ML 10 ML MONS,19.00,,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/testosterone-phenylporpionate-100-mgml-10-ml-mons
12460,NightlifeKings,Drugs and Chemicals,Stimulants,Speed,Speed,0.5 Grams Normal Amphetamine Speed Paste,3.58,Germany,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/05-grams-normal-amphetamine-speed-paste
12461,terrysukstock,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,Pfizer Lyrica Pregabalin 300mg 56 cap Pharma *UK*,118.17,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/pfizer-lyrica-pregabalin-300mg-56-cap-pharma-uk
12462,Pygmalion,Drugs and Chemicals,Psychedelics,5-MeO-DMT,5-MeO-DMT,30mg 5-MeO-DMT,31.03,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/30mg-5-meo-dmt
12463,maurelius,Drugs and Chemicals,Cannabis & Hash,,Cannabis & Hash,7g White Widow x Critical 60.2 EUR,71.84,Spain,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/7g-white-widow-x-critical-602-eur
12464,SpacePope,Drugs and Chemicals,Opiates,Heroin,Heroin,Black Pearl Tar Uncut Heroin 7 New Batch,600.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/black-pearl-tar-uncut-heroin-7-new-batch
12465,RoyalMailer,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,3.5g - MK Ultra HQ NDD UK2UK,55.61,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/35g-mk-ultra-hq-ndd-uk2uk
12466,EUROSHOPPER,Drugs and Chemicals,Ecstasy,,Ecstasy,250x XTC - BLUE JURASSIC PARK - 300MG MDMA,536.98,Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/250x-xtc-blue-jurassic-park-300mg-mdma
12467,Mont-Blanc,Drugs and Chemicals,Stimulants,Meth,Meth,7 gram ICE | Methamphetamine 96%+ purity shards,262.53,Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/7-gram-ice-methamphetamine-96-purity-shards
12468,PianoKeyz,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,Mid-Grade Coke 28g,750.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/mid-grade-coke-28g
12469,mysteryland,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,10 GRAM KETAMINE S-ISOMER HIGH QUALITY,198.00,Germany,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/10-gram-ketamine-s-isomer-high-quality
12470,Everylittlehalps,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,LIMITED.OFFER 1g 92% Columbian Cocaine Uncut,111.22,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/limitedoffer-1g-92-columbian-cocaine-uncut
12471,gbmessicocaine,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,- 0.5 gram - COLOMBIAN BRICK COCAINE COCAINE,68.12,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/05-gram-colombian-brick-cocaine-cocaine
12472,Lemmonflavor,Drugs and Chemicals,,,Drugs and Chemicals,5 pack THC Jolly Ranchers - 250 MG TOTAL!,20.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/5-pack-thc-jolly-ranchers-250-mg-total
12473,ShinyFlakez,Drugs and Chemicals,Stimulants,Meth,Meth,10 Gr Crystal-Meth,310.26,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/10-gr-crystal-meth
12474,Pharmacist,Drugs and Chemicals,,,Drugs and Chemicals,Cialis / Vidalista 20mg x 30 pills,25.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/cialis-vidalista-20mg-x-30-pills
12475,elephantcastle,Drugs and Chemicals,Benzos,Pills,Pills,Clonazolam 0.5mg pills x10,12.51,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/clonazolam-05mg-pills-x10
12476,donalddrugs,Drugs and Chemicals,Psychedelics,2C-B,2C-B,50x pokemongo 20mg 2cb pills,149.16,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/50x-pokemongo-20mg-2cb-pills
12477,dexterslabs,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,28x Pills 1 box Codeine Phosphate 30mg,30.58,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/28x-pills-1-box-codeine-phosphate-30mg
12478,inc,Drugs and Chemicals,Opiates,Heroin,Heroin,HEROIN 0.5G - GENUINE LION STAMP - INC.,279.06,Australia,Australia,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/heroin-05g-genuine-lion-stamp-inc
12479,EUROSHOPPER,Drugs and Chemicals,Psychedelics,LSD,LSD,500x California Sunshine White Fluff LSD 150ug,"1,193.30",Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/500x-california-sunshine-white-fluff-lsd-150ug
12480,DrSeuss,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,3.5g Of Afgan Haze Top Quality NDD UK2UK,41.71,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/35g-of-afgan-haze-top-quality-ndd-uk2uk
12481,HouseofAddys,Drugs and Chemicals,Stimulants,Adderal,Adderal,25 X Tevas B974 . Pharma Quality .,72.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/25-x-tevas-b974-pharma-quality
12482,GermanMasters,Drugs and Chemicals,Psychedelics,LSD,LSD,25x || LSD CALIFORNIA SUNSHINE TABS 250UG,59.66,Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/25x-lsd-california-sunshine-tabs-250ug
12483,localpharm,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,US to US 50 pills x Viagra 100mg Sildenafil - 37$,37.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/us-to-us-50-pills-x-viagra-100mg-sildenafil-37
12484,ProfessorsEmporium,Drugs and Chemicals,Psychedelics,Mushrooms,Mushrooms,Mushroom Micro-dose Vitality,1.50,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/mushroom-micro-dose-vitality
12485,inc,Drugs and Chemicals,Stimulants,Speed,Speed,BASE 1G - CHAMPAGNE EURO IMPORT AMP SPEED - INC.,96.90,Australia,Australia,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/base-1g-champagne-euro-import-amp-speed-inc
12486,SvenskaVaror,Drugs and Chemicals,Psychedelics,Mushrooms,Mushrooms,40g Psilocybe Cubensis Mazatapec (Made in Sweden),564.94,Sweden,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/40g-psilocybe-cubensis-mazatapec-made-in-sweden
12487,Powermix,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,3g Cocaine Uncut 100 %,247.01,Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/3g-cocaine-uncut-100
12488,froggo,Drugs and Chemicals,Stimulants,Meth,Meth,"0.25 GRAM of Ice, Green Tea Stamp **BEST QUALITY**",77.52,Australia,Australia,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/025-gram-of-ice-green-tea-stamp-best-quality
12489,Medicalking007,Drugs and Chemicals,Opiates,Heroin,Heroin,Fentanyl patch Teva 10 x 25ugl 100 euro,119.33,Germany,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/fentanyl-patch-teva-10-x-25ugl-100-euro
12490,vessel,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,28G - 1OZ GHOST OG (FIRE AAA+ Light Dep),140.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/28g-1oz-ghost-og-fire-aaa-light-dep
12491,Gmail,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,1 Gr 80% High Quality Bolivian Cocaine,62.05,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1-gr-80-high-quality-bolivian-cocaine
12492,Lemmonflavor,Drugs and Chemicals,,,Drugs and Chemicals,3 pack THC WINTER FLAVORS Tea bags!,15.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/3-pack-thc-winter-flavors-tea-bags
12493,RUBBERBANDS,Drugs and Chemicals,Stimulants,Meth,Meth,11 grams $299 crystal clear meth big shards,299.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/11-grams-299-crystal-clear-meth-big-shards
12494,LucySkyDiamonds,Drugs and Chemicals,Psychedelics,LSD,LSD,25 mickey LSD tab 260 micro grams,162.00,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/25-mickey-lsd-tab-260-micro-grams
12495,DrugzFromNL,Drugs and Chemicals,Ecstasy,MDMA,MDMA,50gr High Quality Dutch AAA+ MDMA +90%,600.00,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/50gr-high-quality-dutch-aaa-mdma-90
12496,California420Service,Drugs and Chemicals,Cannabis & Hash,Edibles,Edibles,SMOKIEZ FRUIT CHEWS 6 PACK BUNDLE,280.00,United States,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/smokiez-fruit-chews-6-pack-bundle
12497,FASTmedsUK,Drugs and Chemicals,Benzos,Pills,Pills,Zopiclone 7.5mg x 30 UK/EU Shipping,43.20,United Kingdom,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/zopiclone-75mg-x-30-ukeu-shipping
12498,BestBudz,Drugs and Chemicals,Cannabis & Hash,Seeds,Seeds,100 x WEDDING CAKE SEEDS - FEMINIZED - CALI USA,178.99,Germany,Germany,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/100-x-wedding-cake-seeds-feminized-cali-usa
12499,hollandgottalent,Drugs and Chemicals,Stimulants,,Stimulants,100 GRAM CRYSTAL METH  *HollandsGotTalent*,"3,936.70",Germany,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/100-gram-crystal-meth-hollandsgottalent
12500,superdrugs,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,3.5G FIRE COCAINE EXCELLENT QUALITY  £220,305.85,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/35g-fire-cocaine-excellent-quality-220
12501,tomandjerry,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,50 grams High Quality Cocaine [90%],"3,149.00",Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/50-grams-high-quality-cocaine-90
12502,godelicious,Drugs and Chemicals,Benzos,,Benzos,2 x 1 mg Rohypnol / Flunitrazepam,11.93,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/2-x-1-mg-rohypnol-flunitrazepam
12503,SteroidWarehouse,Drugs and Chemicals,Steroids,,Steroids,Trenbolone Enanthate – 100 mg/ml/10 ml – exp. 2022,47.73,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/trenbolone-enanthate-100-mgml10-ml-exp-2022
12504,WeedShopHulk,Drugs and Chemicals,Cannabis & Hash,Shake,Shake,5G SHAKEWEED!,35.80,France,France,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/5g-shakeweed
12505,RXChemist,Drugs and Chemicals,,,Drugs and Chemicals,Albuterol Inhaler 100mcg x 1 US TO US $15,15.00,India,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/albuterol-inhaler-100mcg-x-1-us-to-us-15-1
12506,cerberusuk,Drugs and Chemicals,,,Drugs and Chemicals,Modafinil 200mg x 10,25.00,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/modafinil-200mg-x-10-1
12507,faroutbless,Drugs and Chemicals,Ecstasy,MDMA,MDMA,MDMA - 1G - Fire and tested - Limited supply,28.00,United States,North America,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/mdma-1g-fire-and-tested-limited-supply
12508,mushmedic,Drugs and Chemicals,Psychedelics,Mushrooms,Mushrooms,Microdose Capsules 40 x 240mg,107.40,,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/microdose-capsules-40-x-240mg
12509,NextLevel,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,5 Gram Ketamine R- isomer 99% Shards,101.43,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/5-gram-ketamine-r-isomer-99-shards-4
12510,Tripwirewiki2,Drugs and Chemicals,Opiates,Heroin,Heroin,14g Heroin Creamy,722.92,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/14g-heroin-creamy
12511,EUROSHOPPER,Drugs and Chemicals,Ecstasy,,Ecstasy,3000x XTC - BLACK PUNISHER - 300MG MDMA,"4,188.48",Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/3000x-xtc-black-punisher-300mg-mdma
12512,Lemmonflavor,Drugs and Chemicals,Cannabis & Hash,Edibles,Edibles,STARTER PACK - 5 lollipops and 5 jolly ranchers,30.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/starter-pack-5-lollipops-and-5-jolly-ranchers
12513,Deepufo,Drugs and Chemicals,Tobacco,,Tobacco,Tobacco 200g International Shipment,25.06,Spain,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/tobacco-200g-international-shipment
12514,LeParfait,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,10GR - MAC - INDOOR - AAAA - MEDICAL,131.26,France,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/10gr-mac-indoor-aaaa-medical
12515,rainbowland,Drugs and Chemicals,,,Drugs and Chemicals,25 Gram$ ICE,954.64,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/25-gram-ice
12516,MEDS4UK,Drugs and Chemicals,Stimulants,,Stimulants,UK Pharma Modafinil 200mg 30 tabs (1 box),51.44,United Kingdom,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/uk-pharma-modafinil-200mg-30-tabs-1-box-1
12517,TheStudentShop,Drugs and Chemicals,Stimulants,Speed,Speed,[PROMO] STRONG PURE SPEED PASTE (73%),2.39,Netherlands,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/promo-strong-pure-speed-paste-73
12518,fadedfork,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,28g gelato #33,312.80,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/28g-gelato-33
12519,GreenBritain,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,"Master Kush, Indica dominant , A+",18.07,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/master-kush-indica-dominant-a
12520,ScotchAndCoca,Drugs and Chemicals,Stimulants,,Stimulants,25 gram 4-MMC 4MMC (Mephedrone),416.46,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/25-gram-4-mmc-4mmc-mephedrone-1
12521,CHEMICALS_CANADA,Drugs and Chemicals,,,Drugs and Chemicals,💊 Oxycodone 3x80mg Brand name Oxycontin Worldwide,50.20,Canada,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/oxycodone-3x80mg-brand-name-oxycontin-worldwide
12522,vanillasurf,Drugs and Chemicals,Ecstasy,,Ecstasy,🇬🇧 🇮🇪XTC-PILLS🇮🇪 🇬🇧 - MeeToo's - X3 £10,13.90,United Kingdom,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/xtc-pills-meetoos-x3-10
12523,donalddrugs,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,0.5g 96% pure uncut colombian cocaine freeship,47.73,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/05g-96-pure-uncut-colombian-cocaine-freeship
12524,Licensedbud,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,TOM FORD KUSH BC 7g,71.00,,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/tom-ford-kush-bc-7g
12525,DUTCHTOPQUALITY,Drugs and Chemicals,Benzos,,Benzos,30x Bromazepam 6mg,59.66,Netherlands,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/30x-bromazepam-6mg
12526,DrBlow,Drugs and Chemicals,Psychedelics,Mushrooms,Mushrooms,1 Oz Penis Envy Shrooms! USA-USA,230.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1-oz-penis-envy-shrooms-usa-usa-1
12527,WA2018,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,HP/225g Blue Cookies AAA+ INDOOR WEED,"1,040.00",United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/hp225g-blue-cookies-aaa-indoor-weed
12528,jaribootiwalla,Drugs and Chemicals,Benzos,,Benzos,ALPRAZOLAM 0.5 MG X 90 PILLS,60.00,Nepal,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/alprazolam-05-mg-x-90-pills
12529,DrSeuss,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,0.1g Of Raw Colombian Cocaine Uncut 92% HQ,12.50,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/01g-of-raw-colombian-cocaine-uncut-92-hq
12530,DrugzFromNL,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,5gr Pure Uncut Cocaine  93% +,385.00,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/5gr-pure-uncut-cocaine-93
12531,ukcartel1,Drugs and Chemicals,Ecstasy,MDMA,MDMA,28g MDMA Highest Quality Import,417.07,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/28g-mdma-highest-quality-import
12532,drkend,Drugs and Chemicals,Dissociatives,GBL,GBL,Buy Gamma Butyrolactone (GBL) online (10 L ),"1,850.00",China,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/buy-gamma-butyrolactone-gbl-online-10-l
12533,DrParagon,Drugs and Chemicals,Psychedelics,LSD,LSD,200ug LSD tabs - GammaGoblin Kali Yuga,6.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/200ug-lsd-tabs-gammagoblin-kali-yuga
12534,HighQualityTHC,Drugs and Chemicals,,,Drugs and Chemicals,10g - SHATTER - BLACK DIAMOND,347.56,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/10g-shatter-black-diamond
12535,RoyalMailer,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,2g AMNESIA HAZE CALI IMPORT AAA++ - UK,37.54,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/2g-amnesia-haze-cali-import-aaa-uk
12536,vessel,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,14G - SUNSET SHERBERT  (FIRE AAA+ Light Dep),79.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/14g-sunset-sherbert-fire-aaa-light-dep
12537,boomshankar,Drugs and Chemicals,Ecstasy,,Ecstasy,1 gr 4-FA  turbo molly uk shipped no track,55.00,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1-gr-4-fa-turbo-molly-uk-shipped-no-track
12538,StrainPirate,Drugs and Chemicals,Cannabis & Hash,Edibles,Edibles,"5x Medicated ""Enjoyable"" Ganja Gummy",38.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/5x-medicated-enjoyable-ganja-gummy
12539,kandykones,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,14g Canada import blue dream - UK ONLY,139.02,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/14g-canada-import-blue-dream-uk-only
12540,DrugsCenter,Drugs and Chemicals,Cannabis & Hash,,Cannabis & Hash,56g DC Scooby snacks DC High Quality,528.29,,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/56g-dc-scooby-snacks-dc-high-quality
12541,pharmatec,Drugs and Chemicals,Benzos,Pills,Pills,Roche Valium 10MG (Blisters) - 70 Tablets - 75 GBP,104.27,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/roche-valium-10mg-blisters-70-tablets-75-gbp
12542,bulkbars,Drugs and Chemicals,Benzos,Powder,Powder,REAL ALPRAZOLAM POWDER X100g CHINA - USA,"4,000.00",China,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/real-alprazolam-powder-x100g-china-usa
12543,topmoneymaker,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,*BEST GRADE* 14 gr Do-Si-Lato NUG RUN Crumble,170.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/best-grade-14-gr-do-si-lato-nug-run-crumble
12544,DoctorXXL,Drugs and Chemicals,Ecstasy,Pills,Pills,XTC Clover Leav pills *240mg MDMA* 500 pills *,"1,073.97",Germany,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/xtc-clover-leav-pills-240mg-mdma-500-pills
12545,ADHD,Drugs and Chemicals,Stimulants,Speed,Speed,2.5 Grams Pure Amphetamine Speed Paste,21.48,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/25-grams-pure-amphetamine-speed-paste-1
